id,name,nation,position,price,club,full_name,status,ownership
728,Eom Ji-Sung,Korea Republic,FWD,4.6,KOR,Ji-Sung Eom,playing,0.0
729,Jo Hyeon-Woo,Korea Republic,GK,4.6,KOR,Hyeon-Woo Jo,playing,0.2
730,Kim Seung-Gyu,Korea Republic,GK,4.1,KOR,Seung-Gyu Kim,playing,0.1
731,Song Bum-Keun,Korea Republic,GK,3.9,KOR,Bum-Keun Song,playing,0.1
732,Paik Seung-Ho,Korea Republic,MID,5.6,KOR,Seung-Ho Paik,playing,0.0
733,Jens Castrop,Korea Republic,MID,5.6,KOR,Jens Castrop,playing,0.0
735,Bae Jun-Ho,Korea Republic,MID,5.9,KOR,Jun-Ho Bae,playing,0.0
736,Lee Kang-In,Korea Republic,MID,6.1,KOR,Kang-In Lee,playing,0.5
737,Lee Jae-Sung,Korea Republic,MID,6.2,KOR,Jae-Sung Lee,playing,0.1
738,Obed Vargas,Mexico,MID,4.7,MEX,Obed Vargas,playing,0.3
740,Johan Vásquez,Mexico,DEF,4.7,MEX,Johan Vásquez,playing,3.5
741,César Montes,Mexico,DEF,4.7,MEX,César Montes,playing,0.5
742,Jesús Gallardo,Mexico,DEF,4.7,MEX,Jesús Gallardo,playing,0.6
743,Jorge Sánchez,Mexico,DEF,4.0,MEX,Jorge Sánchez,playing,0.9
744,Israel Reyes,Mexico,DEF,4.0,MEX,Israel Reyes,playing,0.4
745,Jesús Angulo,Mexico,DEF,3.9,MEX,Jesús Angulo,transferred,0.0
746,Richard Ledezma,Mexico,DEF,3.9,MEX,Richard Ledezma,transferred,0.0
747,Everardo López,Mexico,DEF,3.5,MEX,Everardo López,transferred,0.0
748,Raúl Jiménez,Mexico,FWD,7.0,MEX,Raúl Jiménez,playing,3.4
749,Germán Berterame,Mexico,FWD,5.6,MEX,Germán Berterame,transferred,0.0
750,Julián Quiñones,Mexico,FWD,5.6,MEX,Julián Quiñones,playing,0.5
751,Alexis Vega,Mexico,FWD,5.3,MEX,Alexis Vega,playing,0.2
752,Roberto Alvarado,Mexico,FWD,5.3,MEX,Roberto Alvarado,playing,0.1
753,Guillermo Martínez,Mexico,FWD,4.7,MEX,Guillermo Martínez,playing,0.2
754,Armando González,Mexico,FWD,4.4,MEX,Armando González,playing,0.2
755,Guillermo Ochoa,Mexico,GK,4.2,MEX,Guillermo Ochoa,playing,4.8
756,Carlos Acevedo,Mexico,GK,4.0,MEX,Carlos Acevedo,playing,0.3
757,Raúl Rangel,Mexico,GK,3.9,MEX,Raúl Rangel,playing,4.9
758,Brian Gutiérrez,Mexico,MID,5.0,MEX,Brian Gutiérrez,playing,1.3
759,Érik Lira,Mexico,MID,5.6,MEX,Érik Lira,playing,0.1
760,Carlos Rodríguez,Mexico,MID,5.9,MEX,Carlos Rodríguez,transferred,0.0
761,Érick Sánchez,Mexico,MID,4.5,MEX,Érick Sánchez,transferred,0.0
762,Orbelín Pineda,Mexico,MID,6.2,MEX,Orbelín Pineda,playing,0.1
763,Álvaro Fidalgo,Mexico,MID,6.4,MEX,Álvaro Fidalgo,playing,0.4
765,Samir El Mourabet,Morocco,MID,4.7,MAR,Samir El Mourabet,playing,0.0
766,Oussama Targhalline,Morocco,MID,5.3,MAR,Oussama Targhalline,transferred,0.0
770,Souffian El Karouani,Morocco,DEF,4.0,MAR,Souffian El Karouani,transferred,0.0
773,Anass Salah-Eddine,Morocco,DEF,3.9,MAR,Anass Salah-Eddine,playing,0.0
774,Ismaël Baouf,Morocco,DEF,3.5,MAR,Ismaël Baouf,transferred,0.0
775,Abdelhamid Aït Boudlal,Morocco,DEF,3.5,MAR,Abdelhamid Aït Boudlal,transferred,0.0
777,Ayoub El Kaabi,Morocco,FWD,5.9,MAR,Ayoub El Kaabi,playing,0.2
782,Gessime Yassine,Morocco,FWD,4.0,MAR,Gessime Yassine,playing,0.3
783,Rayane Bounida,Morocco,FWD,4.0,MAR,Rayane Bounida,transferred,0.0
784,Yassir Zabiri,Morocco,FWD,4.0,MAR,Yassir Zabiri,transferred,0.0
787,El Mehdi Al Harrar,Morocco,GK,3.5,MAR,El Mehdi Al Harrar,transferred,0.0
792,Ismael Saibari,Morocco,MID,6.8,MAR,Ismael Saibari,playing,0.5
793,Kees Smit,Netherlands,MID,4.7,NED,Kees Smit,transferred,0.0
794,Luciano Valente,Netherlands,MID,4.9,NED,Luciano Valente,transferred,0.0
795,Denzel Dumfries,Netherlands,DEF,5.7,NED,Denzel Dumfries,playing,15.2
796,Virgil van Dijk,Netherlands,DEF,5.5,NED,Virgil van Dijk,playing,19.9
797,Micky van de Ven,Netherlands,DEF,5.1,NED,Micky van de Ven,playing,4.9
798,Nathan Aké,Netherlands,DEF,5.0,NED,Nathan Aké,playing,2.5
799,Jeremie Frimpong,Netherlands,DEF,5.0,NED,Jeremie Frimpong,transferred,0.1
800,Lutsharel Geertruida,Netherlands,DEF,4.8,NED,Lutsharel Geertruida,transferred,0.0
801,Stefan de Vrij,Netherlands,DEF,4.5,NED,Stefan de Vrij,transferred,0.0
802,Jan Paul van Hecke,Netherlands,DEF,4.3,NED,Jan Paul van Hecke,playing,1.1
803,Jorrel Hato,Netherlands,DEF,4.3,NED,Jorrel Hato,playing,0.3
804,Cody Gakpo,Netherlands,FWD,7.7,NED,Cody Gakpo,playing,3.9
805,Donyell Malen,Netherlands,FWD,6.1,NED,Donyell Malen,playing,1.3
806,Noa Lang,Netherlands,FWD,5.9,NED,Noa Lang,playing,0.1
807,Brian Brobbey,Netherlands,FWD,5.7,NED,Brian Brobbey,playing,0.2
808,Wout Weghorst,Netherlands,FWD,5.5,NED,Wout Weghorst,playing,0.3
809,Bart Verbruggen,Netherlands,GK,4.7,NED,Bart Verbruggen,playing,3.2
810,Mark Flekken,Netherlands,GK,4.7,NED,Mark Flekken,playing,0.3
811,Justin Bijlow,Netherlands,GK,4.3,NED,Justin Bijlow,transferred,0.0
812,Ryan Gravenberch,Netherlands,MID,6.1,NED,Ryan Gravenberch,playing,0.9
813,Jerdy Schouten,Netherlands,MID,6.1,NED,Jerdy Schouten,transferred,0.0
814,Teun Koopmeiners,Netherlands,MID,6.2,NED,Teun Koopmeiners,playing,0.1
815,Xavi Simons,Netherlands,MID,6.5,NED,Xavi Simons,transferred,0.0
816,Tijjani Reijnders,Netherlands,MID,6.5,NED,Tijjani Reijnders,playing,1.5
817,Quinten Timber,Netherlands,MID,6.8,NED,Quinten Timber,playing,0.4
818,Callum McCowatt,New Zealand,MID,4.7,NZL,Callum McCowatt,playing,0.0
820,Alex Rufer,New Zealand,MID,4.9,NZL,Alex Rufer,playing,0.0
821,Joe Bell,New Zealand,MID,5.1,NZL,Joe Bell,playing,0.0
822,Ryan Thomas,New Zealand,MID,5.3,NZL,Ryan Thomas,playing,0.0
823,Marko Stamenic,New Zealand,MID,5.6,NZL,Marko Stamenic,playing,0.0
825,Tyler Bindon,New Zealand,DEF,3.6,NZL,Tyler Bindon,playing,0.0
826,Francis de Vries,New Zealand,DEF,3.6,NZL,Francis de Vries,playing,0.0
827,Tim Payne,New Zealand,DEF,3.6,NZL,Tim Payne,playing,0.4
829,Callan Elliot,New Zealand,DEF,3.5,NZL,Callan Elliot,playing,0.1
830,Finn Surman,New Zealand,DEF,3.5,NZL,Finn Surman,playing,0.0
831,Kosta Barbarouses,New Zealand,FWD,4.4,NZL,Kosta Barbarouses,playing,0.0
832,Elijah Just,New Zealand,MID,4.2,NZL,Elijah Just,playing,0.1
833,Ben Waine,New Zealand,FWD,4.2,NZL,Ben Waine,playing,0.0
834,Ben Old,New Zealand,FWD,4.2,NZL,Ben Old,playing,0.0
835,Jesse Randall,New Zealand,FWD,4.0,NZL,Jesse Randall,playing,0.1
836,Lachlan Bayliss,New Zealand,MID,4.0,NZL,Lachlan Bayliss,playing,1.6
838,Max Crocombe,New Zealand,GK,3.9,NZL,Max Crocombe,playing,0.1
839,Alex Paulsen,New Zealand,GK,3.8,NZL,Alex Paulsen,playing,0.1
840,Michael Woud,New Zealand,GK,3.7,NZL,Michael Woud,playing,0.0
841,Sander Berge,Norway,MID,4.7,NOR,Sander Berge,playing,0.3
843,Oscar Bobb,Norway,MID,5.1,NOR,Oscar Bobb,playing,0.8
844,Morten Thorsby,Norway,MID,5.6,NOR,Morten Thorsby,playing,0.0
845,Patrick Berg,Norway,MID,5.6,NOR,Patrick Berg,playing,0.1
846,Kristoffer Ajer,Norway,DEF,4.3,NOR,Kristoffer Ajer,playing,0.8
847,Julian Ryerson,Norway,DEF,4.2,NOR,Julian Ryerson,playing,7.8
848,Marcus Pedersen,Norway,DEF,4.1,NOR,Marcus Pedersen,playing,0.1
849,Leo Østigård,Norway,DEF,4.1,NOR,Leo Østigård,playing,0.2
850,David Møller Wolfe,Norway,DEF,4.0,NOR,David Møller Wolfe,playing,1.7
851,Fredrik Bjørkan,Norway,DEF,4.0,NOR,Fredrik Bjørkan,playing,0.3
852,Torbjørn Heggem,Norway,DEF,3.7,NOR,Torbjørn Heggem,playing,0.3
854,Henrik Falchener,Norway,DEF,3.5,NOR,Henrik Falchener,playing,0.3
855,Erling Haaland,Norway,FWD,10.5,NOR,Erling Haaland,playing,33.6
856,Alexander Sørloth,Norway,FWD,6.8,NOR,Alexander Sørloth,playing,1.4
857,Andreas Schjelderup,Norway,FWD,6.2,NOR,Andreas Schjelderup,playing,0.2
858,Jørgen Strand Larsen,Norway,FWD,5.6,NOR,Jørgen Strand Larsen,playing,0.2
859,Ørjan Nyland,Norway,GK,4.2,NOR,Ørjan Nyland,playing,2.5
860,Egil Selvik,Norway,GK,3.8,NOR,Egil Selvik,playing,0.1
862,Jens Petter Hauge,Norway,MID,5.9,NOR,Jens Petter Hauge,playing,0.1
863,Antonio Nusa,Norway,MID,6.1,NOR,Antonio Nusa,playing,3.4
864,Kristian Thorstvedt,Norway,MID,6.2,NOR,Kristian Thorstvedt,playing,0.0
865,Carlos Harvey,Panama,MID,4.9,PAN,Carlos Harvey,playing,0.0
866,Cristian Martínez,Panama,MID,5.3,PAN,Cristian Martínez,playing,0.0
867,Yoel Bárcenas,Panama,MID,5.6,PAN,Yoel Bárcenas,playing,0.0
868,José Luis Rodríguez,Panama,MID,5.6,PAN,José Luis Rodríguez,playing,0.0
869,Aníbal Godoy,Panama,MID,5.6,PAN,Aníbal Godoy,playing,0.0
870,Amir Murillo,Panama,DEF,5.0,PAN,Amir Murillo,playing,0.9
871,José Córdoba,Panama,DEF,4.0,PAN,José Córdoba,playing,0.3
872,Éric Davis,Panama,DEF,3.9,PAN,Éric Davis,playing,0.1
873,César Blackman,Panama,DEF,3.7,PAN,César Blackman,playing,0.1
874,Andrés Andrade,Panama,DEF,3.7,PAN,Andrés Andrade,playing,0.0
875,Roderick Miller,Panama,DEF,3.5,PAN,Roderick Miller,playing,0.1
876,Jiovany Ramos,Panama,DEF,3.5,PAN,Jiovany Ramos,playing,0.1
877,Martín Krug,Panama,DEF,3.5,PAN,Martín Krug,transferred,0.0
878,Jorge Gutiérrez,Panama,DEF,3.5,PAN,Jorge Gutiérrez,playing,0.0
879,Ismael Díaz,Panama,FWD,4.9,PAN,Ismael Díaz,playing,0.1
880,José Fajardo,Panama,FWD,4.7,PAN,José Fajardo,playing,0.0
881,Cecilio Waterman,Panama,FWD,5.0,PAN,Cecilio Waterman,playing,0.8
882,César Yanis,Panama,FWD,4.4,PAN,César Yanis,playing,0.0
883,Kadir Barría,Panama,FWD,4.0,PAN,Kadir Barría,transferred,0.0
884,Luis Mejía,Panama,GK,4.0,PAN,Luis Mejía,playing,0.2
885,Orlando Mosquera,Panama,GK,3.9,PAN,Orlando Mosquera,playing,0.1
886,César Samudio,Panama,GK,3.6,PAN,César Samudio,playing,0.0
887,Adalberto Carrasquilla,Panama,MID,6.5,PAN,Adalberto Carrasquilla,playing,0.1
888,Maurício Magalhães Prado,Paraguay,MID,4.6,PAR,Maurício Magalhães Prado,playing,0.0
889,Alejandro Romero,Paraguay,MID,4.7,PAR,Alejandro Romero,playing,0.1
890,Matías Galarza,Paraguay,MID,4.8,PAR,Matías Galarza,playing,0.0
891,Lucas Romero,Paraguay,MID,5.6,PAR,Lucas Romero,transferred,0.0
892,Braian Ojeda,Paraguay,MID,5.6,PAR,Braian Ojeda,playing,0.0
893,Gustavo Gómez,Paraguay,DEF,4.6,PAR,Gustavo Gómez,playing,0.3
894,Júnior Alonso,Paraguay,DEF,4.1,PAR,Júnior Alonso,playing,0.1
895,Omar Alderete,Paraguay,DEF,4.1,PAR,Omar Alderete,playing,0.3
896,Fabián Balbuena,Paraguay,DEF,4.0,PAR,Fabián Balbuena,playing,0.3
897,Alan Benítez,Paraguay,DEF,3.8,PAR,Alan Benítez,transferred,0.0
898,Gustavo Velázquez,Paraguay,DEF,3.8,PAR,Gustavo Velázquez,playing,0.0
899,Juan José Cáceres,Paraguay,DEF,3.8,PAR,Juan José Cáceres,playing,0.1
900,José Canale,Paraguay,DEF,3.6,PAR,José Canale,playing,0.1
901,Miguel Almirón,Paraguay,MID,6.0,PAR,Miguel Almirón,playing,0.3
902,Antonio Sanabria,Paraguay,FWD,6.5,PAR,Antonio Sanabria,playing,0.1
903,Ramón Sosa,Paraguay,FWD,5.3,PAR,Ramón Sosa,playing,0.0
904,Álex Arce,Paraguay,FWD,4.9,PAR,Álex Arce,playing,0.1
905,Gabriel Ávalos,Paraguay,FWD,4.9,PAR,Gabriel Ávalos,playing,0.1
906,Gustavo Caballero,Paraguay,FWD,4.2,PAR,Gustavo Caballero,playing,0.0
907,Alexandro Maidana,Paraguay,FWD,4.0,PAR,Alexandro Maidana,playing,0.1
908,Roberto Fernández,Paraguay,GK,4.0,PAR,Roberto Fernández,playing,0.3
909,Gastón Olveira,Paraguay,GK,3.8,PAR,Gastón Olveira,playing,0.1
910,Orlando Gill,Paraguay,GK,3.5,PAR,Orlando Gill,playing,0.4
911,Damián Bobadilla,Paraguay,MID,5.5,PAR,Damián Bobadilla,playing,0.0
912,Julio Enciso,Paraguay,MID,6.6,PAR,Julio Enciso,playing,0.2
913,Diego Gómez,Paraguay,MID,6.8,PAR,Diego Gómez,playing,0.2
915,Samú Costa,Portugal,MID,5.6,POR,Samuel de Almeida Costa,playing,0.0
916,Nuno Mendes,Portugal,DEF,5.8,POR,Nuno Alexandre Tavares Mendes,playing,42.0
917,João Cancelo,Portugal,DEF,5.3,POR,João Pedro Cavaco Cancelo,playing,8.0
918,Diogo Dalot,Portugal,DEF,5.0,POR,José Diogo Dalot Teixeira,playing,2.5
919,Gonçalo Inácio,Portugal,DEF,4.6,POR,Gonçalo Bernardo Inácio,playing,1.5
921,Renato Veiga,Portugal,DEF,4.3,POR,Renato Palma Veiga,playing,0.1
922,Tomás Araújo,Portugal,DEF,4.1,POR,Tomás Lemos Araújo,playing,0.1
923,Gonçalo Ramos,Portugal,FWD,7.5,POR,Gonçalo Matias Ramos,playing,0.8
924,João Félix,Portugal,FWD,6.5,POR,João Félix Sequeira,playing,2.1
925,Pedro Neto,Portugal,MID,6.4,POR,Pedro Lomba Neto,playing,0.6
926,Trincão,Portugal,FWD,5.9,POR,Francisco António Machado Mota de Castro Trincão,playing,0.1
927,Gonçalo Guedes,Portugal,FWD,5.8,POR,Gonçalo Manuel Ganchinho Guedes,playing,0.1
928,Francisco Conceição,Portugal,MID,5.7,POR,Francisco Fernandes da Conceição,playing,0.3
931,Rui Silva,Portugal,GK,4.7,POR,Rui Tiago Dantas da Silva,playing,0.7
932,José Sá,Portugal,GK,4.7,POR,José Pedro Malheiro de Sá,playing,0.5
933,Ricardo Velho,Portugal,GK,4.0,POR,Mário Ricardo da Silva Velho,transferred,0.0
934,Rúben Neves,Portugal,MID,5.9,POR,Rúben Diogo da Silva Neves,playing,0.3
935,Matheus Nunes,Portugal,MID,6.1,POR,Matheus Luiz Nunes,playing,0.1
936,Vitinha,Portugal,MID,6.4,POR,Vítor Machado Ferreira,playing,11.3
937,João Neves,Portugal,MID,6.5,POR,João Pedro Gonçalves Neves,playing,4.4
939,Bruno Fernandes,Portugal,MID,8.5,POR,Bruno Miguel Borges Fernandes,playing,51.6
942,Mohammad Al Mannai,Qatar,MID,4.2,QAT,Mohammad Naceur Al Mannai,playing,0.1
943,Ayoub Al Oui,Qatar,MID,4.4,QAT,Ayoub Mohamed Al Oui,playing,0.0
944,Ahmed Fathy,Qatar,MID,4.7,QAT,Ahmed Fathy Mansi Abdoulla,playing,0.0
946,Karim Boudiaf,Qatar,MID,4.9,QAT,Karim Boudiaf,playing,0.0
947,Assim Madibo,Qatar,MID,5.1,QAT,Assim Omer Al Haj Madibo,playing,0.0
948,Mohammed Waad,Qatar,MID,5.3,QAT,Mohammed Waad Abdulwahhab Jadoua Al Bayati,transferred,0.0
949,Pedro Miguel,Qatar,DEF,3.9,QAT,Pedro Miguel Carvalho Deus Correia,playing,0.0
950,Bassam Al Rawi,Qatar,DEF,3.8,QAT,Bassam Husham Ali Al Rawi,transferred,0.0
951,Lucas Mendes,Qatar,DEF,3.8,QAT,Lucas Michel Mendes,playing,0.0
952,Boualem Khoukhi,Qatar,DEF,3.8,QAT,Boualem Khoukhi,playing,0.0
954,Niall Mason,Qatar,DEF,3.5,QAT,Niall Aadya Mason,transferred,0.0
955,Hashmi Al Hussain,Qatar,DEF,3.5,QAT,Al Hashmi Al Hussain Mohi Aldin,playing,0.0
957,Issa Laye,Qatar,DEF,3.5,QAT,Gueye Seydinaissa Laye,playing,0.0
958,Akram Afif,Qatar,FWD,5.9,QAT,Akram Hassan Afif Yahya Afif,playing,0.1
959,Almoez Ali,Qatar,FWD,5.3,QAT,Almoez Ali Zainalabedeen Mohamed Abdulla,playing,0.0
960,Edmílson Junior,Qatar,FWD,4.9,QAT,Edmílson Junior Paulo da Silva,playing,0.1
961,Hassan Al Haydos,Qatar,FWD,4.6,QAT,Hassan Khalid Hassan Al Haydos,playing,0.0
962,Yusuf Abdurisag,Qatar,FWD,4.4,QAT,Yusuf Abdurisag Yusuf,playing,0.0
963,Ahmed Al Ganehi,Qatar,FWD,4.2,QAT,Ahmed Mohammed Hussein Kassim Al Ganehi,playing,0.0
966,Mubarak Shanan,Qatar,FWD,4.0,QAT,Mubarak Shanan Khader Hamza,transferred,0.0
968,Meshaal Barsham,Qatar,GK,4.1,QAT,Meshaal Aissa Mohammed Barsham,playing,0.0
969,Salah Zakaria,Qatar,GK,3.7,QAT,Salah Zakaria Mohamed Mousa Hassan,playing,0.0
970,Shehab Ellethy,Qatar,GK,3.6,QAT,Shehab Mamdouh Abdelfadel Ellethy,transferred,0.0
971,Mahmud Abunada,Qatar,GK,3.5,QAT,Mahmud Ibrahim Abunada,playing,0.1
972,Musab Al Juwayr,Saudi Arabia,MID,4.1,KSA,Musab bin Fahad bin Zaid Al Juwayr,playing,0.5
977,Ziyad Al Johani,Saudi Arabia,MID,4.9,KSA,Ziyad bin Mubarak bin Eid Al Marwani Al Johani,playing,0.0
978,Mohamed Kanno,Saudi Arabia,MID,5.1,KSA,Mohamed bin Ibrahim bin Abdullah Kanno,playing,0.0
980,Abdullah Al Khaibari,Saudi Arabia,MID,5.1,KSA,Abdullah bin Mohammed bin Hamza Al Berri Al Khaibari,playing,0.0
982,Aiman Yahya,Saudi Arabia,MID,5.6,KSA,Aiman bin Yahya bin Yahya Salem Ahmed,playing,0.0
983,Saud Abdulhamid,Saudi Arabia,DEF,4.1,KSA,Saud bin Abdullah bin Salem Abdulhamid,playing,0.2
984,Abdulelah Al Amri,Saudi Arabia,DEF,3.7,KSA,Abdulelah bin Ali bin Awadh Al Amri,playing,0.0
985,Hassan Kadish,Saudi Arabia,DEF,3.7,KSA,Hassan bin Kadish bin Yahya Mahbub,playing,0.0
986,Ali Majrashi,Saudi Arabia,DEF,3.6,KSA,Ali bin Hassan bin Mohammed Majrashi,playing,0.0
987,Nawaf Bu Washl,Saudi Arabia,DEF,3.5,KSA,Nawaf bin Meshari bin Mohammed Bu Washl,playing,0.1
991,Ali Lajami,Saudi Arabia,DEF,3.5,KSA,Ali bin Mohammed bin Ali Lajami,playing,0.1
992,Feras Al Brikan,Saudi Arabia,FWD,5.3,KSA,Feras bin Tariq bin Nasser Al Brikan,playing,0.0
993,Abdullah Al Hamddan,Saudi Arabia,FWD,4.9,KSA,Abdullah bin Abdulrahman bin Abdullah Al Hamddan,playing,0.1
994,Khalid Al Ghannam,Saudi Arabia,FWD,4.9,KSA,Khalid bin Essa bin Mohammed Al Ghannam,playing,0.0
995,Saleh Al Shehri,Saudi Arabia,FWD,4.9,KSA,Saleh bin Khalid bin Mohammed Al Shehri,playing,0.1
997,Sultan Mandash,Saudi Arabia,FWD,4.5,KSA,Sultan bin Ahmed bin Mohammed Mandash,playing,0.0
999,Nawaf Al Aqidi,Saudi Arabia,GK,4.0,KSA,Nawaf bin Dhahi bin Faisal Al Shuweiti Al Aqidi,playing,0.2
1000,Ahmed Al Kassar,Saudi Arabia,GK,3.9,KSA,Ahmed bin Ali bin Hussein Al Kassar,playing,0.0
1001,Mohammed Al Owais,Saudi Arabia,GK,3.5,KSA,Mohammed bin Khalil bin Ibrahim Al Owais,playing,0.3
1003,John McGinn,Scotland,MID,6.0,SCO,John McGinn,playing,1.9
1005,Billy Gilmour,Scotland,MID,5.1,SCO,Billy Gilmour,transferred,0.0
1007,Ryan Christie,Scotland,MID,5.6,SCO,Ryan Christie,playing,0.1
1008,Kenny McLean,Scotland,MID,4.8,SCO,Kenny McLean,playing,0.1
1009,Andy Robertson,Scotland,DEF,5.0,SCO,Andy Robertson,playing,5.0
1010,Kieran Tierney,Scotland,DEF,4.3,SCO,Kieran Tierney,playing,0.9
1011,Nathan Patterson,Scotland,DEF,4.0,SCO,Nathan Patterson,playing,0.3
1012,Jack Hendry,Scotland,DEF,3.9,SCO,Jack Hendry,playing,0.1
1013,John Souttar,Scotland,DEF,3.8,SCO,John Souttar,playing,0.1
1014,Scott McKenna,Scotland,DEF,3.8,SCO,Scott McKenna,playing,0.2
1015,Anthony Ralston,Scotland,DEF,3.8,SCO,Anthony Ralston,playing,0.0
1016,Dominic Hyam,Scotland,DEF,3.6,SCO,Dominic Hyam,playing,0.1
1018,Grant Hanley,Scotland,DEF,3.5,SCO,Grant Hanley,playing,0.5
1019,Ché Adams,Scotland,FWD,5.4,SCO,Ché Adams,playing,0.3
1021,George Hirst,Scotland,FWD,4.6,SCO,George Hirst,playing,0.1
1022,Lyndon Dykes,Scotland,FWD,4.6,SCO,Lyndon Dykes,playing,0.1
1023,Findlay Curtis,Scotland,FWD,4.0,SCO,Findlay Curtis,playing,0.4
1024,Liam Kelly,Scotland,GK,3.7,SCO,Liam Kelly,playing,0.3
1025,Angus Gunn,Scotland,GK,3.6,SCO,Angus Gunn,playing,1.8
1027,Scott McTominay,Scotland,MID,6.5,SCO,Scott McTominay,playing,10.8
1028,Lewis Ferguson,Scotland,MID,4.8,SCO,Lewis Ferguson,playing,0.2
1029,Idrissa Gueye,Senegal,MID,4.9,SEN,Idrissa Gueye,playing,0.3
1030,Pape Matar Sarr,Senegal,MID,5.6,SEN,Pape Matar Sarr,playing,0.4
1031,Pathé Ciss,Senegal,MID,5.6,SEN,Pathé Ciss,playing,0.0
1032,Pape Gueye,Senegal,MID,5.9,SEN,Pape Gueye,playing,0.1
1033,Mamadou Sarr,Senegal,DEF,4.7,SEN,Mamadou Sarr,playing,0.3
1034,Moussa Niakhaté,Senegal,DEF,4.3,SEN,Moussa Niakhaté,playing,0.1
1035,El Hadji Malick Diouf,Senegal,DEF,4.1,SEN,El Hadji Malick Diouf,playing,0.7
1036,Ismail Jakobs,Senegal,DEF,4.1,SEN,Ismail Jakobs,playing,0.0
1037,Kalidou Koulibaly,Senegal,DEF,4.9,SEN,Kalidou Koulibaly,playing,0.8
1038,Abdoulaye Seck,Senegal,DEF,3.8,SEN,Abdoulaye Seck,playing,0.0
1039,Antoine Mendy,Senegal,DEF,3.7,SEN,Antoine Mendy,playing,0.2
1041,Nicolas Jackson,Senegal,FWD,6.7,SEN,Nicolas Jackson,playing,0.4
1042,Iliman Ndiaye,Senegal,FWD,6.5,SEN,Iliman Ndiaye,playing,0.6
1043,Ismaïla Sarr,Senegal,FWD,6.2,SEN,Ismaïla Sarr,playing,0.5
1046,Assane Diao,Senegal,FWD,4.9,SEN,Assane Diao,playing,0.1
1047,Cherif Ndiaye,Senegal,FWD,4.9,SEN,Cherif Ndiaye,playing,0.1
1048,Bamba Dieng,Senegal,FWD,4.9,SEN,Bamba Dieng,playing,0.1
1049,Ibrahim Mbaye,Senegal,FWD,4.4,SEN,Ibrahim Mbaye,playing,0.1
1051,Édouard Mendy,Senegal,GK,4.5,SEN,Édouard Mendy,playing,1.1
1052,Yehvann Diouf,Senegal,GK,3.9,SEN,Yehvann Diouf,playing,0.1
1053,Mory Diaw,Senegal,GK,3.8,SEN,Mory Diaw,playing,0.0
1054,Krépin Diatta,Senegal,MID,6.1,SEN,Krépin Diatta,playing,0.0
1055,Lamine Camara,Senegal,MID,6.2,SEN,Lamine Camara,playing,0.0
1056,Habib Diarra,Senegal,MID,6.2,SEN,Habib Diarra,playing,0.1
1057,Jayden Adams,South Africa,MID,4.0,RSA,Jayden Adams,playing,4.3
1058,Teboho Mokoena,South Africa,MID,4.3,RSA,Teboho Mokoena,playing,0.2
1059,Themba Zwane,South Africa,MID,4.3,RSA,Themba Zwane,playing,0.1
1060,Thalente Mbatha,South Africa,MID,4.9,RSA,Thalente Mbatha,playing,0.0
1061,Tshepang Moremi,South Africa,MID,4.9,RSA,Tshepang Moremi,playing,0.0
1062,Yaya Sithole,South Africa,MID,5.1,RSA,Sphephelo S'Miso Sithole,playing,0.0
1063,Aubrey Modiba,South Africa,DEF,3.7,RSA,Aubrey Modiba,playing,0.1
1064,Thabang Matuludi,South Africa,DEF,3.7,RSA,Thabang Matuludi,playing,0.0
1065,Khuliso Mudau,South Africa,DEF,3.6,RSA,Khuliso Mudau,playing,0.1
1066,Nkosinathi Sibisi,South Africa,DEF,3.6,RSA,Nkosinathi Sibisi,playing,0.0
1067,Mbekezeli Mbokazi,South Africa,DEF,3.5,RSA,Mbekezeli Mbokazi,playing,0.3
1068,Khulumani Ndamane,South Africa,DEF,3.5,RSA,Khulumani Ndamane,playing,0.0
1069,Ime Okon,South Africa,DEF,3.5,RSA,Ime Okon,playing,0.0
1070,Samukele Kabini,South Africa,DEF,3.5,RSA,Samukele Kabini,playing,0.0
1071,Lyle Foster,South Africa,FWD,5.4,RSA,Lyle Foster,playing,0.1
1072,Relebohile Mofokeng,South Africa,FWD,4.9,RSA,Relebohile Mofokeng,playing,0.1
1073,Oswin Appollis,South Africa,FWD,4.9,RSA,Oswin Appollis,playing,0.1
1075,Evidence Makgopa,South Africa,FWD,4.5,RSA,Evidence Makgopa,playing,0.0
1076,Thapelo Maseko,South Africa,FWD,4.2,RSA,Thapelo Maseko,playing,0.0
1077,Ronwen Williams,South Africa,GK,4.5,RSA,Ronwen Williams,playing,0.4
1078,Ricardo Goss,South Africa,GK,3.7,RSA,Ricardo Goss,playing,0.0
1081,Yéremy Pino,Spain,MID,5.9,ESP,Yéremy Pino,playing,0.1
1082,Álex Baena,Spain,MID,6.0,ESP,Álex Baena,playing,0.2
1084,Martín Zubimendi,Spain,MID,6.1,ESP,Martín Zubimendi,playing,0.4
1085,Pedro Porro,Spain,DEF,5.5,ESP,Pedro Porro,playing,6.5
1086,Aymeric Laporte,Spain,DEF,5.5,ESP,Aymeric Laporte,playing,4.9
1087,Alejandro Grimaldo,Spain,DEF,4.9,ESP,Alejandro Grimaldo,playing,1.5
1088,Marc Cucurella,Spain,DEF,5.1,ESP,Marc Cucurella,playing,25.8
1089,Pau Cubarsí,Spain,DEF,5.0,ESP,Pau Cubarsí,playing,5.6
