id,name,nation,position,price,club,full_name,status,ownership
1092,Lamine Yamal,Spain,MID,10.0,ESP,Lamine Yamal Nasraoui Ebana,playing,39.7
1093,Ferran Torres,Spain,FWD,7.8,ESP,Ferran Torres,playing,4.0
1094,Mikel Oyarzabal,Spain,FWD,8.1,ESP,Mikel Oyarzabal,playing,20.8
1095,Borja Iglesias,Spain,FWD,6.8,ESP,Borja Iglesias,playing,0.1
1097,Víctor Muñoz,Spain,FWD,4.0,ESP,Víctor Muñoz,playing,0.7
1098,David Raya,Spain,GK,5.0,ESP,David Raya,playing,14.0
1099,Unai Simón,Spain,GK,5.0,ESP,Unai Simón,playing,6.1
1101,Joan García,Spain,GK,4.0,ESP,Joan García,playing,1.1
1102,Marcos Llorente,Spain,DEF,5.5,ESP,Marcos Llorente,playing,4.8
1104,Rodri,Spain,MID,7.5,ESP,Rodrigo Hernández Cascante,playing,1.9
1105,Dani Olmo,Spain,MID,7.7,ESP,Dani Olmo,playing,2.9
1106,Pedri,Spain,MID,8.1,ESP,Pedro González López,playing,10.3
1109,Besfort Zeneli,Sweden,MID,4.7,SWE,Besfort Zeneli,playing,0.0
1110,Elliot Stroud,Sweden,MID,4.7,SWE,Elliot Stroud,playing,0.0
1111,Taha Ali,Sweden,MID,4.9,SWE,Taha Ali,playing,0.2
1112,Eric Smith,Sweden,MID,4.9,SWE,Eric Smith,playing,0.0
1113,Lucas Bergvall,Sweden,MID,5.1,SWE,Lucas Bergvall,playing,0.4
1114,Yasin Ayari,Sweden,MID,5.3,SWE,Yasin Ayari,playing,0.2
1116,Jesper Karlström,Sweden,MID,5.6,SWE,Jesper Karlström,playing,0.0
1117,Mattias Svanberg,Sweden,MID,6.1,SWE,Mattias Svanberg,playing,0.0
1118,Daniel Svensson,Sweden,DEF,4.5,SWE,Daniel Svensson,playing,0.5
1119,Gabriel Gudmundsson,Sweden,DEF,4.2,SWE,Gabriel Gudmundsson,playing,0.5
1120,Carl Starfelt,Sweden,DEF,4.1,SWE,Carl Starfelt,playing,0.1
1121,Victor Lindelöf,Sweden,DEF,4.0,SWE,Victor Lindelöf,playing,1.6
1122,Gustaf Lagerbielke,Sweden,DEF,3.7,SWE,Gustaf Lagerbielke,playing,0.2
1124,Viktor Gyökeres,Sweden,FWD,7.8,SWE,Viktor Gyökeres,playing,5.5
1125,Anthony Elanga,Sweden,FWD,5.8,SWE,Anthony Elanga,playing,0.4
1126,Benjamin Nygren,Sweden,FWD,4.9,SWE,Benjamin Nygren,playing,0.1
1127,Gustaf Nilsson,Sweden,FWD,4.9,SWE,Gustaf Nilsson,playing,0.1
1129,Kristoffer Nordfeldt,Sweden,GK,3.9,SWE,Kristoffer Nordfeldt,playing,0.4
1133,Johan Manzambi,Switzerland,MID,5.6,SUI,Johan Manzambi,playing,0.2
1135,Granit Xhaka,Switzerland,MID,6.2,SUI,Granit Xhaka,playing,4.6
1137,Michel Aebischer,Switzerland,MID,5.9,SUI,Michel Aebischer,playing,0.0
1138,Remo Freuler,Switzerland,MID,5.9,SUI,Remo Freuler,playing,0.0
1139,Ardon Jashari,Switzerland,MID,5.2,SUI,Ardon Jashari,playing,0.0
1140,Fabian Rieder,Switzerland,MID,6.2,SUI,Fabian Rieder,playing,0.0
1141,Manuel Akanji,Switzerland,DEF,5.0,SUI,Manuel Akanji,playing,4.9
1142,Ricardo Rodríguez,Switzerland,DEF,4.5,SUI,Ricardo Rodríguez,playing,1.6
1143,Nico Elvedi,Switzerland,DEF,4.3,SUI,Nico Elvedi,playing,4.1
1144,Silvan Widmer,Switzerland,DEF,4.2,SUI,Silvan Widmer,playing,1.7
1145,Miro Muheim,Switzerland,DEF,4.0,SUI,Miro Muheim,playing,0.2
1146,Eray Cömert,Switzerland,DEF,3.9,SUI,Eray Cömert,playing,0.0
1147,Aurèle Amenda,Switzerland,DEF,3.7,SUI,Aurèle Amenda,playing,0.0
1148,Luca Jaquez,Switzerland,DEF,3.5,SUI,Luca Jaquez,playing,0.1
1149,Breel Embolo,Switzerland,FWD,7.5,SUI,Breel Embolo,playing,2.7
1150,Noah Okafor,Switzerland,FWD,5.9,SUI,Noah Okafor,playing,0.3
1151,Dan Ndoye,Switzerland,FWD,6.8,SUI,Dan Ndoye,playing,0.8
1153,Gregor Kobel,Switzerland,GK,4.7,SUI,Gregor Kobel,playing,6.3
1154,Yvon Mvogo,Switzerland,GK,4.2,SUI,Yvon Mvogo,playing,0.1
1155,Marvin Keller,Switzerland,GK,3.7,SUI,Marvin Keller,playing,0.2
1156,Djibril Sow,Switzerland,MID,6.1,SUI,Djibril Sow,playing,0.0
1157,Denis Zakaria,Switzerland,MID,6.1,SUI,Denis Zakaria,playing,0.1
1158,Rubén Vargas,Switzerland,MID,6.8,SUI,Rubén Vargas,playing,0.6
1160,Ellyes Skhiri,Tunisia,MID,4.7,TUN,Ellyes Skhiri,playing,0.0
1161,Rani Khedira,Tunisia,MID,4.7,TUN,Rani Khedira,playing,0.0
1162,Hadj Mahmoud,Tunisia,MID,4.9,TUN,Hadj Mahmoud,playing,0.0
1163,Mortadha Ben Ouanes,Tunisia,MID,5.0,TUN,Mortadha Ben Ouanes,playing,0.6
1164,Anis Ben Slimane,Tunisia,MID,5.3,TUN,Anis Ben Slimane,playing,0.0
1165,Moutaz Neffati,Tunisia,DEF,4.1,TUN,Moutaz Neffati,playing,0.0
1166,Ali Abdi,Tunisia,DEF,4.1,TUN,Ali Abdi,playing,0.1
1167,Omar Rekik,Tunisia,DEF,3.8,TUN,Omar Rekik,playing,0.0
1169,Adem Arous,Tunisia,DEF,3.6,TUN,Adem Arous,playing,0.0
1170,Mohamed Amine Ben Hmida,Tunisia,DEF,3.6,TUN,Mohamed Amine Ben Hmida,playing,0.0
1172,Raed Chikhaoui,Tunisia,DEF,3.5,TUN,Raed Chikhaoui,playing,0.0
1174,Ismaël Gharbi,Tunisia,FWD,4.6,TUN,Ismaël Gharbi,playing,0.0
1175,Elias Saad,Tunisia,FWD,4.5,TUN,Elias Saad,playing,0.0
1176,Firas Chaouat,Tunisia,FWD,4.4,TUN,Firas Chaouat,playing,0.0
1177,Sebastian Tounekti,Tunisia,FWD,4.4,TUN,Sebastian Tounekti,playing,0.0
1178,Hazem Mastouri,Tunisia,FWD,4.2,TUN,Hazem Mastouri,playing,0.0
1181,Rayan Elloumi,Tunisia,FWD,4.0,TUN,Rayan Elloumi,playing,0.1
1183,Khalil Ayari,Tunisia,FWD,4.0,TUN,Khalil Ayari,playing,0.3
1184,Abdelmouhib Chamakh,Tunisia,GK,4.1,TUN,Abdelmouhib Chamakh,playing,0.1
1185,Aymen Dahmen,Tunisia,GK,3.9,TUN,Aymen Dahmen,playing,0.0
1187,Sabri Ben Hessen,Tunisia,GK,3.5,TUN,Sabri Ben Hessen,playing,0.1
1188,Ismail Yüksek,Türkiye,MID,4.6,TUR,Ismail Yüksek,playing,0.1
1189,Salih Özcan,Türkiye,MID,4.7,TUR,Salih Özcan,playing,0.1
1190,Atakan Karazor,Türkiye,MID,4.7,TUR,Atakan Karazor,transferred,0.0
1191,Irfan Can Kahveci,Türkiye,MID,5.9,TUR,Irfan Can Kahveci,playing,0.0
1192,Orkun Kökçü,Türkiye,MID,6.0,TUR,Orkun Kökçü,playing,0.3
1193,Kaan Ayhan,Türkiye,DEF,4.5,TUR,Kaan Ayhan,playing,0.1
1194,Zeki Çelik,Türkiye,DEF,4.3,TUR,Zeki Çelik,playing,0.1
1195,Ferdi Kadioglu,Türkiye,DEF,4.3,TUR,Ferdi Kadioglu,playing,1.5
1196,Samet Akaydin,Türkiye,DEF,4.1,TUR,Samet Akaydin,playing,0.0
1197,Mert Müldür,Türkiye,DEF,4.1,TUR,Mert Müldür,playing,0.0
1198,Ozan Kabak,Türkiye,DEF,4.0,TUR,Ozan Kabak,playing,0.3
1199,Eren Elmali,Türkiye,DEF,4.0,TUR,Eren Elmali,playing,0.2
1200,Abdülkerim Bardakci,Türkiye,DEF,4.0,TUR,Abdülkerim Bardakci,playing,0.4
1201,Merih Demiral,Türkiye,DEF,4.0,TUR,Merih Demiral,playing,0.7
1202,Mustafa Eskihellaç,Türkiye,DEF,3.9,TUR,Mustafa Eskihellaç,transferred,0.0
1203,Ahmetcan Kaplan,Türkiye,DEF,3.5,TUR,Ahmetcan Kaplan,transferred,0.0
1204,Kenan Yildiz,Türkiye,MID,7.0,TUR,Kenan Yildiz,playing,3.5
1205,Kerem Aktürkoglu,Türkiye,FWD,6.2,TUR,Kerem Aktürkoglu,playing,0.2
1206,Baris Alper Yilmaz,Türkiye,FWD,6.1,TUR,Baris Alper Yilmaz,playing,0.6
1208,Oguz Aydin,Türkiye,FWD,5.0,TUR,Oguz Aydin,playing,0.8
1209,Yunus Akgün,Türkiye,FWD,4.9,TUR,Yunus Akgün,playing,0.1
1210,Deniz Gül,Türkiye,FWD,4.4,TUR,Deniz Gül,playing,0.1
1211,Ugurcan Çakir,Türkiye,GK,4.2,TUR,Ugurcan Çakir,playing,1.6
1212,Altay Bayindir,Türkiye,GK,4.0,TUR,Altay Bayindir,playing,0.6
1213,Mert Günok,Türkiye,GK,4.0,TUR,Mert Günok,playing,0.2
1214,Muhammed Sengezer,Türkiye,GK,3.9,TUR,Muhammed Sengezer,transferred,0.0
1215,Arda Güler,Türkiye,MID,7.0,TUR,Arda Güler,playing,9.5
1216,Hakan Çalhanoglu,Türkiye,MID,7.1,TUR,Hakan Çalhanoglu,playing,2.1
1217,Pablo Alcoba,Uruguay,MID,4.3,URU,Pablo Alcoba,transferred,0.0
1218,Juan Manuel Sanabria,Uruguay,MID,4.5,URU,Juan Manuel Sanabria,playing,0.1
1219,Emiliano Martínez,Uruguay,MID,4.7,URU,Emiliano Martínez,playing,0.1
1220,Luciano González,Uruguay,MID,4.7,URU,Luciano González,transferred,0.0
1221,Nicolás Fonseca,Uruguay,MID,5.0,URU,Nicolás Fonseca,transferred,0.1
1222,Facundo Pellistri,Uruguay,MID,5.2,URU,Facundo Pellistri,playing,0.1
1223,Maxi Araújo,Uruguay,MID,6.4,URU,Maxi Araújo,playing,0.3
1224,Manuel Ugarte,Uruguay,MID,5.9,URU,Manuel Ugarte,playing,0.2
1225,Nicolás de la Cruz,Uruguay,MID,5.9,URU,Nicolás de la Cruz,playing,0.0
1226,Ronald Araujo,Uruguay,DEF,5.0,URU,Ronald Araujo,playing,3.0
1227,José María Giménez,Uruguay,DEF,4.4,URU,José María Giménez,playing,1.4
1228,Matías Viña,Uruguay,DEF,4.3,URU,Matías Viña,playing,0.1
1229,Mathías Olivera,Uruguay,DEF,4.3,URU,Mathías Olivera,playing,1.5
1230,Guillermo Varela,Uruguay,DEF,4.2,URU,Guillermo Varela,playing,0.5
1231,Sebastián Cáceres,Uruguay,DEF,4.2,URU,Sebastián Cáceres,playing,0.1
1232,Santiago Bueno,Uruguay,DEF,4.1,URU,Santiago Bueno,playing,0.1
1233,José Rodríguez,Uruguay,DEF,3.9,URU,José Rodríguez,transferred,0.0
1234,Brian Barboza,Uruguay,DEF,3.7,URU,Brian Barboza,transferred,0.0
1235,Benjamín García,Uruguay,DEF,3.5,URU,Benjamín García,transferred,0.0
1236,Darwin Núñez,Uruguay,FWD,7.5,URU,Darwin Núñez,playing,1.6
1237,Federico Viñas,Uruguay,FWD,5.9,URU,Federico Viñas,playing,0.0
1238,Brian Rodríguez,Uruguay,FWD,6.2,URU,Brian Rodríguez,playing,0.1
1239,Rodrigo Aguirre,Uruguay,FWD,5.6,URU,Rodrigo Aguirre,playing,0.0
1240,Facundo Torres,Uruguay,FWD,5.4,URU,Facundo Torres,transferred,0.0
1241,Agustín Canobbio,Uruguay,FWD,5.3,URU,Agustín Canobbio,playing,0.0
1242,Facundo Martínez,Uruguay,FWD,5.3,URU,Facundo Martínez,transferred,0.0
1243,Agustín Álvarez,Uruguay,FWD,5.2,URU,Agustín Álvarez,transferred,0.0
1244,Sergio Rochet,Uruguay,GK,4.1,URU,Sergio Rochet,playing,4.2
1245,Fernando Muslera,Uruguay,GK,4.1,URU,Fernando Muslera,playing,0.5
1246,Santiago Mele,Uruguay,GK,3.5,URU,Santiago Mele,playing,0.3
1247,Giorgian de Arrascaeta,Uruguay,MID,6.5,URU,Giorgian de Arrascaeta,playing,0.2
1248,Federico Valverde,Uruguay,MID,7.5,URU,Federico Valverde,playing,5.7
1249,Cristian Roldan,USA,MID,4.7,USA,Cristian Roldan,playing,0.1
1250,Sebastian Berhalter,USA,MID,4.7,USA,Sebastian Berhalter,playing,0.1
1251,Tanner Tessmann,USA,MID,5.6,USA,Tanner Tessmann,transferred,0.0
1252,Aidan Morris,USA,MID,5.6,USA,Aidan Morris,transferred,0.0
1253,Brenden Aaronson,USA,MID,5.7,USA,Brenden Aaronson,playing,0.3
1254,Malik Tillman,USA,MID,6.1,USA,Malik Tillman,playing,0.2
1255,Weston McKennie,USA,MID,6.1,USA,Weston McKennie,playing,0.5
1256,Giovanni Reyna,USA,MID,5.5,USA,Giovanni Reyna,playing,0.2
1257,Johnny Cardoso,USA,MID,6.2,USA,Johnny Cardoso,transferred,0.0
1258,Antonee Robinson,USA,DEF,5.0,USA,Antonee Robinson,playing,3.5
1259,Chris Richards,USA,DEF,4.1,USA,Chris Richards,playing,0.6
1260,Joe Scally,USA,DEF,4.1,USA,Joe Scally,playing,0.0
1261,Tim Ream,USA,DEF,3.9,USA,Tim Ream,playing,0.2
1262,Mark McKenzie,USA,DEF,3.9,USA,Mark McKenzie,playing,0.2
1263,Auston Trusty,USA,DEF,3.9,USA,Auston Trusty,playing,0.1
1264,Alexander Freeman,USA,DEF,4.0,USA,Alexander Freeman,playing,0.3
1265,Timothy Weah,USA,MID,5.8,USA,Timothy Weah,playing,0.3
1266,Ricardo Pepi,USA,FWD,5.9,USA,Ricardo Pepi,playing,0.1
1267,Folarin Balogun,USA,FWD,6.0,USA,Folarin Balogun,playing,0.9
1268,Patrick Agyemang,USA,FWD,4.9,USA,Patrick Agyemang,transferred,0.0
1269,Max Arfsten,USA,FWD,4.4,USA,Max Arfsten,playing,0.0
1270,Matt Turner,USA,GK,4.0,USA,Matt Turner,playing,0.8
1271,Matt Freese,USA,GK,4.2,USA,Matt Freese,playing,0.5
1272,Patrick Schulte,USA,GK,3.5,USA,Patrick Schulte,transferred,0.0
1273,Chris Brady,USA,GK,3.5,USA,Chris Brady,playing,0.9
1274,Christian Pulisic,USA,MID,7.0,USA,Christian Pulisic,playing,5.0
1275,Abdulla Abdullaev,Uzbekistan,MID,4.2,UZB,Abdulla Abdullaev,playing,0.1
1278,Sherzod Esanov,Uzbekistan,MID,4.7,UZB,Sherzod Esanov,playing,0.0
1279,Jasurbek Jaloliddinov,Uzbekistan,MID,4.7,UZB,Jasurbek Jaloliddinov,transferred,0.0
1280,Ruslanbek Jiyanov,Uzbekistan,MID,4.7,UZB,Ruslanbek Jiyanov,transferred,0.0
1282,Akmal Mozgovoy,Uzbekistan,MID,4.7,UZB,Akmal Mozgovoy,playing,0.0
1284,Otabek Shukurov,Uzbekistan,MID,5.0,UZB,Otabek Shukurov,playing,0.6
1285,Umarali Rakhmonaliev,Uzbekistan,MID,5.1,UZB,Umarali Rakhmonaliev,transferred,0.0
1286,Dostonbek Khamdamov,Uzbekistan,MID,5.1,UZB,Dostonbek Khamdamov,playing,0.0
1287,Aziz G'aniev,Uzbekistan,MID,5.3,UZB,Aziz G'aniev,playing,0.0
1288,Odiljon Hamrobekov,Uzbekistan,MID,5.3,UZB,Odiljon Hamrobekov,playing,0.0
1289,Oston Urunov,Uzbekistan,MID,5.6,UZB,Oston Urunov,playing,0.0
1290,Jamshid Iskanderov,Uzbekistan,MID,5.7,UZB,Jamshid Iskanderov,playing,0.0
1291,Jaloliddin Masharipov,Uzbekistan,MID,6.1,UZB,Jaloliddin Masharipov,playing,0.0
1292,Abbosbek Fayzullaev,Uzbekistan,MID,6.2,UZB,Abbosbek Fayzullaev,playing,0.0
1293,Abdukodir Khusanov,Uzbekistan,DEF,4.3,UZB,Abdukodir Khusanov,playing,0.8
1294,Rustam Ashurmatov,Uzbekistan,DEF,3.7,UZB,Rustam Ashurmatov,playing,0.0
1295,Sherzod Nasrullaev,Uzbekistan,DEF,3.7,UZB,Sherzod Nasrullaev,playing,0.0
1296,Farrukh Sayfiev,Uzbekistan,DEF,3.6,UZB,Farrukh Sayfiev,playing,0.0
1297,Khojiakbar Alijonov,Uzbekistan,DEF,3.6,UZB,Khojiakbar Alijonov,playing,0.0
1300,Umar Eshmurodov,Uzbekistan,DEF,3.5,UZB,Umar Eshmurodov,playing,0.1
1302,Avazbek O'lmasaliev,Uzbekistan,DEF,3.5,UZB,Avazbek O'lmasaliev,playing,0.0
1303,Bekhruz Karimov,Uzbekistan,DEF,3.5,UZB,Bekhruz Karimov,playing,0.0
1305,Jakhongir Urozov,Uzbekistan,DEF,3.5,UZB,Jakhongir Urozov,playing,0.0
1306,Eldor Shomurodov,Uzbekistan,FWD,6.5,UZB,Eldor Shomurodov,playing,0.1
1307,Igor Sergeev,Uzbekistan,FWD,6.1,UZB,Igor Sergeev,playing,0.0
1308,Sherzod Temirov,Uzbekistan,FWD,5.1,UZB,Sherzod Temirov,transferred,0.0
1310,Azizbek Amanov,Uzbekistan,FWD,4.9,UZB,Azizbek Amanov,playing,0.1
1311,Abduvokhid Ne'matov,Uzbekistan,GK,4.0,UZB,Abduvokhid Ne'matov,playing,0.2
1312,Utkir Yusupov,Uzbekistan,GK,3.9,UZB,Utkir Yusupov,playing,0.0
1314,Botirali Ergashev,Uzbekistan,GK,3.5,UZB,Botirali Ergashev,playing,0.2
1315,Facundo Cambeses,Argentina,GK,4.0,ARG,Facundo Cambeses,transferred,0.0
1316,Walter Benítez,Argentina,GK,4.5,ARG,Walter Benítez,transferred,0.0
1317,Santiago Beltrán,Argentina,GK,4.0,ARG,Santiago Beltrán,transferred,0.0
1318,Lisandro Martínez,Argentina,DEF,4.6,ARG,Lisandro Martínez,playing,2.9
1319,Germán Pezzella,Argentina,DEF,4.2,ARG,Germán Pezzella,transferred,0.0
1320,Facundo Medina,Argentina,DEF,4.0,ARG,Facundo Medina,playing,0.5
1321,Zaid Romero,Argentina,DEF,3.5,ARG,Zaid Romero,transferred,0.2
1322,Lautaro Di Lollo,Argentina,DEF,3.5,ARG,Lautaro Di Lollo,transferred,0.0
1323,Gonzalo Montiel,Argentina,DEF,4.3,ARG,Gonzalo Montiel,playing,0.3
1324,Kevin Mac Allister,Argentina,DEF,3.8,ARG,Kevin Mac Allister,transferred,0.1
1325,Leonardo Balerdi,Argentina,DEF,4.0,ARG,Leonardo Balerdi,transferred,0.1
1326,Giovani Lo Celso,Argentina,MID,6.2,ARG,Giovani Lo Celso,playing,0.1
1327,Emiliano Buendía,Argentina,MID,6.5,ARG,Emiliano Buendía,transferred,0.0
1328,Aníbal Moreno,Argentina,MID,5.0,ARG,Aníbal Moreno,transferred,0.1
1329,Equi Fernández,Argentina,MID,5.0,ARG,Equi Fernández,transferred,0.2
1330,Guido Rodríguez,Argentina,MID,5.6,ARG,Guido Rodríguez,transferred,0.0
1331,Alan Varela,Argentina,MID,5.0,ARG,Alan Varela,transferred,0.1
1332,Tomás Aranda,Argentina,MID,4.3,ARG,Tomás Aranda,transferred,0.0
1333,Nicolás Domínguez,Argentina,MID,5.0,ARG,Nicolás Domínguez,transferred,0.1
1334,Claudio Echeverri,Argentina,MID,5.5,ARG,Claudio Echeverri,transferred,0.0
1335,Matías Soulé,Argentina,MID,6.2,ARG,Matías Soulé,transferred,0.0
1336,Nicolás Capaldo,Argentina,MID,5.0,ARG,Nicolás Capaldo,transferred,0.1
1337,Milton Delgado,Argentina,MID,4.2,ARG,Milton Delgado,transferred,0.0
1338,Lautaro Martínez,Argentina,FWD,8.8,ARG,Lautaro Martínez,playing,3.8
1339,Mateo Pellegrino,Argentina,FWD,5.0,ARG,Mateo Pellegrino,transferred,0.2
1340,Santiago Castro,Argentina,FWD,6.0,ARG,Santiago Castro,transferred,0.0
1341,Dennis Hadzikadunic,Bosnia and Herzegovina,DEF,3.7,BIH,Dennis Hadzikadunic,playing,0.0
1342,Ermin Mahmic,Bosnia and Herzegovina,MID,4.2,BIH,Ermin Mahmic,playing,0.1
1343,Weverton,Brazil,GK,4.5,BRA,Weverton Pereira da Silva,playing,0.1
1345,Alex Sandro,Brazil,DEF,4.5,BRA,Alex Sandro Lobo da Silva,playing,0.7
1346,Wesley,Brazil,DEF,4.5,BRA,Wesley Vinícius França Lima,transferred,0.4
1361,Bruno Guimarães,Brazil,MID,6.8,BRA,Bruno Guimarães Rodriguez Moura,playing,2.0
1366,Raphinha,Brazil,MID,8.2,BRA,Raphael Dias Belloli,playing,22.8
1369,Neymar,Brazil,MID,7.2,BRA,Neymar da Silva Santos Júnior,playing,3.0
1374,Yerry Mina,Colombia,DEF,4.2,COL,Yerry Mina,playing,0.3
1379,Willer Ditta,Colombia,DEF,3.7,COL,Willer Ditta,playing,0.1
1385,Juan Portilla,Colombia,MID,4.7,COL,Juan Portilla,playing,0.0
1396,Cucho Hernández,Colombia,FWD,6.3,COL,Cucho Hernández,playing,0.3
1400,Jindrich Stanek,Czechia,GK,4.0,CZE,Jindrich Stanek,playing,0.2
1405,David Zima,Czechia,DEF,3.9,CZE,David Zima,playing,0.0
1411,Alexandr Sojka,Czechia,MID,4.5,CZE,Alexandr Sojka,playing,0.0
1413,David Doudera,Czechia,MID,5.1,CZE,David Doudera,playing,0.0
1417,Hugo Sochurek,Czechia,MID,4.3,CZE,Hugo Sochurek,playing,0.1
1423,Christophe Kabongo,Czechia,FWD,4.5,CZE,Christophe Kabongo,transferred,0.0
1425,Jan Kuchta,Czechia,FWD,5.5,CZE,Jan Kuchta,playing,0.0
1427,Adam Hlozek,Czechia,FWD,6.5,CZE,Adam Hlozek,playing,0.0
1428,Robin Risser,France,GK,3.5,FRA,Robin Risser,playing,0.3
1429,William Saliba,France,DEF,5.3,FRA,William Saliba,playing,15.0
1430,Jules Koundé,France,DEF,5.4,FRA,Jules Koundé,playing,7.1
1431,Bradley Barcola,France,MID,8.0,FRA,Bradley Barcola,playing,1.2
1432,Jean-Philippe Mateta,France,FWD,6.5,FRA,Jean-Philippe Mateta,playing,0.3
1433,Paul Reverson,Ghana,GK,3.5,GHA,Paul Reverson,transferred,0.0
1434,Solomon Agbasi,Ghana,GK,3.5,GHA,Solomon Agbasi,transferred,0.0
1445,Augustine Boakye,Ghana,MID,4.9,GHA,Augustine Boakye,playing,0.0
1454,Ko Itakura,Japan,DEF,4.5,JPN,Ko Itakura,playing,0.3
1455,Takehiro Tomiyasu,Japan,DEF,4.9,JPN,Takehiro Tomiyasu,playing,0.6
1456,Yuto Nagatomo,Japan,DEF,3.7,JPN,Yuto Nagatomo,playing,0.1
1457,Wataru Endo,Japan,MID,6.0,JPN,Wataru Endo,playing,0.4
1458,Takefusa Kubo,Japan,MID,7.0,JPN,Takefusa Kubo,playing,1.0
1459,Antonio Rodríguez,Mexico,GK,3.7,MEX,Antonio Rodríguez,transferred,0.0
1460,Carlos Moreno,Mexico,GK,3.6,MEX,Carlos Moreno,transferred,0.0
1461,Álex Padilla,Mexico,GK,3.5,MEX,Álex Padilla,transferred,0.1
1462,Julián Araujo,Mexico,DEF,4.0,MEX,Julián Araujo,transferred,0.1
1463,Alejandro Gómez,Mexico,DEF,3.5,MEX,Alejandro Gómez,transferred,0.0
1464,Ramón Juárez,Mexico,DEF,3.6,MEX,Ramón Juárez,transferred,0.0
1465,Mateo Chávez,Mexico,DEF,3.5,MEX,Mateo Chávez,playing,0.9
1467,Bryan González,Mexico,DEF,3.5,MEX,Bryan González,transferred,0.0
1468,Víctor Guzmán,Mexico,DEF,3.6,MEX,Víctor Guzmán,transferred,0.0
1470,Marcel Ruiz,Mexico,MID,5.9,MEX,Marcel Ruiz,transferred,0.0
1471,Jordán Carrillo,Mexico,MID,5.1,MEX,Jordán Carrillo,transferred,0.0
1472,Diego Lainez,Mexico,MID,5.9,MEX,Diego Lainez,transferred,0.0
1473,César Huerta,Mexico,MID,6.3,MEX,César Huerta,playing,0.1
1474,Edson Álvarez,Mexico,MID,6.0,MEX,Edson Álvarez,playing,0.5
1475,Jesús Angulo,Mexico,MID,5.3,MEX,Jesús Angulo,transferred,0.0
1476,Gilberto Mora,Mexico,MID,4.5,MEX,Gilberto Mora,playing,0.9
1477,Luis Chávez,Mexico,MID,6.3,MEX,Luis Chávez,playing,0.2
1478,Luis Romo,Mexico,MID,5.5,MEX,Luis Romo,playing,0.0
1479,Elías Montiel,Mexico,MID,4.5,MEX,Elías Montiel,transferred,0.0
1480,Kevin Castañeda,Mexico,MID,4.9,MEX,Kevin Castañeda,transferred,0.0
1481,Alexis Gutiérrez,Mexico,MID,4.9,MEX,Alexis Gutiérrez,transferred,0.0
1482,Jeremy Márquez,Mexico,MID,4.7,MEX,Jeremy Márquez,transferred,0.0
1483,Alexéi Domínguez,Mexico,FWD,4.5,MEX,Alexéi Domínguez,transferred,0.0
1484,Efraín Álvarez,Mexico,MID,5.5,MEX,Efraín Álvarez,transferred,0.0
1485,Santiago Giménez,Mexico,FWD,6.8,MEX,Santiago Giménez,playing,0.7
1486,Jorge Ruvalcaba,Mexico,FWD,4.9,MEX,Jorge Ruvalcaba,transferred,0.0
1488,Michael Boxall,New Zealand,DEF,3.7,NZL,Michael Boxall,playing,0.0
1489,Liberato Cacace,New Zealand,DEF,4.1,NZL,Liberato Cacace,playing,0.0
1490,Nando Pijnaker,New Zealand,DEF,3.7,NZL,Nando Pijnaker,playing,0.0
1491,Tommy Smith,New Zealand,DEF,3.6,NZL,Tommy Smith,playing,0.0
1492,Matthew Garbett,New Zealand,FWD,5.0,NZL,Matthew Garbett,playing,0.7
1493,Chris Wood,New Zealand,FWD,6.5,NZL,Chris Wood,playing,0.5
1494,Sarpreet Singh,New Zealand,MID,5.3,NZL,Sarpreet Singh,playing,0.0
1495,Juan Espínola,Paraguay,GK,3.5,PAR,Juan Espínola,transferred,0.1
1496,Carlos Coronel,Paraguay,GK,4.1,PAR,Carlos Coronel,transferred,0.0
1497,Santiago Rojas,Paraguay,GK,3.5,PAR,Santiago Rojas,transferred,0.0
1498,Blás Riveros,Paraguay,DEF,3.9,PAR,Blás Riveros,transferred,0.0
1499,Alcides Benítez,Paraguay,DEF,3.5,PAR,Alcides Benítez,transferred,0.0
1500,Agustín Sández,Paraguay,DEF,3.7,PAR,Agustín Sández,transferred,0.0
1501,Alan Núñez,Paraguay,DEF,3.5,PAR,Alan Núñez,transferred,0.0
1502,Saúl Salcedo,Paraguay,DEF,3.7,PAR,Saúl Salcedo,transferred,0.0
1503,Diego León,Paraguay,DEF,3.5,PAR,Diego León,transferred,0.0
1504,Tarek Salman,Qatar,DEF,3.7,QAT,Tarek Salman Suleiman Odeh,transferred,0.0
1505,Rayyan Al Ali,Qatar,DEF,3.5,QAT,Rayyan Ahmed Al Ali,transferred,0.0
1506,Homam El Amin,Qatar,DEF,3.6,QAT,Homam El Amin Mohamed Ahmed,playing,0.0
1507,Sultan Al Brake,Qatar,DEF,3.7,QAT,Sultan Hussain Mohamad Hussain Al Brake,playing,0.0
1508,Abdulaziz Hatem,Qatar,MID,5.3,QAT,Abdulaziz Hatem Mohammed Abdullah,playing,0.0
1509,Jassem Gaber,Qatar,MID,5.0,QAT,Jassem Gaber El Sayed Abdulsallam,playing,0.6
1510,Ahmed Alaa,Qatar,FWD,5.5,QAT,Ahmed Alaaeldin Bader Mohammed Abdelmotaal,playing,0.0
1511,Mohammed Muntari,Qatar,FWD,5.3,QAT,Mohammed Muntari,playing,0.0
1512,Sebastián Soria,Qatar,FWD,5.1,QAT,Andrés Sebastián Soria Quintana,transferred,0.0
